user_pseudo_id,days_of_browsing,t_clickcategory,t_viewcourse,t_search,t_sortfilter,t_viewteacher,t_clickbuy,t_clickproceed
5e3fead1cb5acb31d776391e,5,8,31,8,,,1,1
1847905535.1642981876,1,,2,,,,1,
2014597683.1646621827,1,7,45,2,2,1,1,
87021493.1653837471,1,13,6,,28,,1,
1431739655.1652518352,8,1,44,,,,1,1
724959817.1646311976,4,1,26,6,,,1,1
532616418.1644999512,1,1,27,4,,,1,
2029201770.1641832091,2,3,32,,1,,1,
40c2f126-f1cb-4e6f-a3af-473a67cce066,5,2,20,2,,,1,
57cecf1b9a311432860001e8,3,,23,,,,1,
1337885289.1642561840,1,,8,,,,1,1
547291146.1619702476,3,,21,,,,2,1
1493446936.1654230216,1,2,6,,,,1,
5a4120770e1266625f000515,11,,36,,,,1,
610987660.1646892356,2,3,4,,,,4,
1661483582.1639027107,1,,20,2,,,1,1
1151672025.1653778492,3,26,45,,4,1,1,1
1443754531.1651640069,2,1,16,2,,,1,
390733706.1642548293,1,,7,,,,2,
572840351.1642482302,15,14,318,9,12,,1,
1559530611.1642471561,1,,4,,,,1,
325009265.1647107355,1,1,4,1,,,1,
5df3435b5962b469c1ef4a2d,7,29,37,5,,,2,1
1133039856.1648343926,1,,3,,,,1,
bbfb8bde-8aff-470b-80b8-3e6b3f2c849e,2,3,8,,,1,3,
1747891117.1647787250,4,2,8,,,,1,
5a0c297b1ee76e77df000621,2,,9,,,,1,1
718786132.1654240254,1,,13,3,,,1,
26678970.1641901615,1,,2,,,,1,
938137194.1654683281,2,2,4,,,,1,
1562348422.1652712187,1,,8,,,,1,2
2131745416.1643207098,1,,9,2,,,1,
406258518.1642995878,1,,4,,,,1,
1157527810.1645763687,3,,11,,,,1,
2023515539.1641564201,4,3,30,,,,1,1
2073019953.1646822337,1,2,2,,,,1,
1638651322.1647820484,2,,6,4,,,1,1
5feec268-1495-48d7-8aef-ed38a3226b69,2,9,9,1,2,1,1,
1499940759.1646967080,2,1,13,1,,,1,
32023730.1650301497,1,15,24,,1,1,1,
1654664220.1650972319,1,1,8,,,,1,
609087183.1644125451,4,10,96,,1,,2,4
591d06bbe7e9dd0fa600019e,3,8,7,6,,,1,1
87130522.1642153392,3,,7,,,,2,
f588a4bd-f617-4f97-b947-5e1720705eb5,5,9,10,,6,,1,
58d10e106029b3799300015d,3,3,8,,,,2,2
1655423544.1645617353,4,4,9,,,,1,
57e0ba4ce7e9dd5a6f0000ab,2,3,12,,,,1,
686973706.1648971999,1,5,7,,,,5,
2144917561.1642710509,1,1,7,,,,1,
597f4559a5b223639f00031b,2,3,12,6,,,2,2
1964698795.1645002588,4,,31,,,,1,
1185574674.1641099518,1,,,,,,1,
636077918.1642783189,4,,27,2,,,1,
5c87da689f7bfc1faf0074ea,2,,1,,,2,1,2
1166792704.1649034302,9,,25,3,,,1,1
1840646829.1646315108,1,1,2,,,,3,
1461064126.1641109976,6,23,60,13,,,2,
51600207.1646384078,1,1,8,,,,2,
2065498704.1644904422,5,,94,2,,,1,2
561797931.1642860052,4,4,55,1,2,,2,
1029386649.1648338369,1,3,4,,,,1,
1155545392.1650290907,3,4,17,,,,1,
b71ff156-25b4-48f7-8856-ad80d165e3fa,1,,4,2,,,1,1
754831285.1650633067,3,,9,,,1,1,
138779841.1641639576,1,,3,,,,1,
593851744.1641811245,1,4,14,,3,,2,2
974759929.1647416211,1,,6,1,,,1,
9ef09836-0fd3-4cab-a837-b76a8c3b6cd4,3,,11,4,,1,1,2
389738326.1645691001,1,,5,1,,,1,
1963042418.1654226227,2,,9,,,,1,2
9d444002-9ebf-463e-81f5-47ce06e07e5a,1,4,3,,,,1,
553e2f37-b7c2-41ab-8191-0c2caf327259,2,,3,1,,,1,1
1083806709.1643154724,1,,6,,,,2,
1425506165.1633362745,8,8,126,1,3,,1,2
1840306098.1631935574,1,,12,1,,,1,
37454970.1641481295,1,,,,,,1,
1599265623.1649825060,7,7,37,,,,1,
386587921.1647855792,3,1,8,,,,2,2
5b9911af9f7bfc254e000d79,7,,39,24,,,2,3
5ba3551f4f27e814510067f9,6,3,23,7,,,2,
a02f8f4d-80c4-4ef3-acce-6a074d5f6e07,1,6,27,,4,,1,
1099132438.1638285157,1,,24,2,,,1,
804249484.1653973153,1,,25,,,,8,7
2062993131.1643078196,1,1,14,,,,1,1
1651864294.1641522508,2,,2,,,,1,
196817365.1640881432,8,1,51,5,,,1,1
5afbda941ee76e0d24000341,17,7,34,1,,,1,1
438246601.1637829860,28,58,201,26,3,,2,1
1181002364.1648918582,1,3,4,,,,1,
5fd6a5b85962b43f6826253d,9,1,17,2,,1,1,1
114744592.1650459029,1,,3,,,,1,
1528009510.1649260185,3,4,13,,,2,1,
2076825527.1647619583,5,7,35,,2,,1,
345014399.1644486410,2,,31,,,1,1,1
5c13c69e4f27e828f1000d53,1,12,3,,,,1,
5cee60bd2e2d800032efebca,5,5,10,2,,,1,
5b14fadaa9fa4c5942a0ff80,3,,19,,,,1,
5b1fc6ad0e126656b50001dc,1,,19,,,,3,
1917717905.1646054627,2,,9,2,,,2,2
776012443.1641905791,1,,3,,,,2,
1518851875.1646816839,7,13,49,2,,1,2,1
1440726344.1634782064,2,,18,,,,1,
69270488.1642038816,1,,2,,,,1,
765188203.1644651275,1,,19,1,,,1,1
171023786.1640997062,1,,,,,,1,
2109828409.1596951139,3,2,20,,2,,1,
1822113697.1646145084,9,13,14,,,,2,
2047418393.1643068149,1,,4,,,,2,
7878699.1642757476,3,5,63,3,4,,1,1
5de910d697b2780cdecb5a8a,2,1,9,,,,1,1
676331169.1638630928,8,,56,,,,1,1
90698916.1642154051,6,1,16,1,,,1,
637656900.1642375324,1,,4,,,,1,
145894074.1641869402,1,,2,,,,1,
1161190746.1646064197,5,6,30,,,,1,
5d5f4b0a5962b418bde7446f,5,1,18,,,,2,
4a8db8dc-e4a5-43bf-963c-147de0301a30,4,,34,,,,2,
57c7c99ce7e9dd4fa40004c2,2,,3,2,,,1,
bf786f50-9ba6-4281-9be9-7d6a67a2d25a,3,3,4,,7,,2,
138227666.1625134811,2,,8,,,,1,
1314819785.1647666724,3,2,5,,,1,1,2
2128231866.1642247306,1,,6,,,,1,
5a9cdd9b9f7bfc51bd002844,10,8,13,1,1,,1,
1046329657.1641709642,5,4,82,4,2,,1,1
1363846366.1638148530,4,,15,,,,1,
1218610917.1647674282,2,,13,1,,2,1,
539740825.1645145097,4,3,52,,,,1,
1107364032.1643389955,2,5,67,3,,,2,
1107035124.1650001403,3,17,32,,2,1,2,2
435041467.1640980575,1,,,,,,1,
1416914645.1647581372,1,5,7,,,,1,
1586360994.1651123232,2,3,4,,,,6,
383110906.1646133322,1,,7,,,,2,
948433741.1645510119,2,,20,,,,2,1
1547157746.1645162613,3,4,7,,,,1,
478447558.1647486822,1,1,2,,,,3,
596353758.1647226396,3,,6,,,,1,1
59d4c3d71ee76e356b00315c,2,,10,2,,,1,2
1429452339.1641541771,5,,7,,,,2,
394876856.1643797806,3,,70,,,2,4,
1732857015.1648700298,6,2,17,,,,1,
631873701.1643911914,3,,35,,,,1,
371634456.1599042318,1,7,10,1,1,,1,
2128950575.1627937204,15,25,332,9,9,,2,2
1321143841.1641904790,1,,12,,,,3,
1967053846.1648445806,4,1,14,,,,1,
765865967.1644381945,4,,22,,,,3,3
1238692726.1644397439,1,3,28,3,1,,1,
1559727261.1641994560,2,,4,,,,1,
7a1dbd78-6dba-4f47-9ca4-5669642f2566,4,,12,2,,1,1,1
1621617894.1654137535,1,1,3,,,,1,
344031277.1642508721,1,,5,,,,1,
1552568822.1646467179,3,5,17,2,,,1,2
2052739463.1646059869,3,,10,,,,1,
1568062950.1641780123,4,,36,,,,4,
390988896.1648452598,1,1,4,,,1,1,
1477744477.1644034808,2,,23,2,,,1,1
2004710084.1647660105,2,13,21,,5,,1,1
2047361443.1644908045,2,2,32,,,,1,
709699296.1640249898,22,23,131,34,1,1,12,6
1512933477.1650422808,1,,3,,,,1,
47054335-c463-4902-abe1-ce95108fa818,5,2,13,,,2,1,2
503649195.1654497898,3,1,18,3,,,2,1
57109f14e7e9dd5f25000773,1,,1,,,,1,1
1285551050.1643559098,3,7,46,3,1,,1,
1206026728.1650376933,3,11,20,,3,,1,
1760156693.1648105495,5,12,23,2,,,1,1
1601810866.1638327065,10,,30,10,,,1,
1886368728.1642493909,1,1,56,,,,1,
5ffc4df9cb5acb31a8acdeaa,5,4,14,,,,1,
992301994.1648791223,4,4,6,,3,,1,
1364142856.1652243721,1,,4,,,,2,
1967378134.1640989797,1,,,,,,1,
211712045.1641927107,1,,5,,,,1,
1044558264.1643038198,5,,15,,,1,2,
581879e4e7e9dd440f000091,2,1,11,,,,1,1
610b82bf-e711-4585-a5c6-6ad24c13b2d7,4,4,57,,7,,1,
1247161535.1631175043,5,7,80,1,,,1,1
1369885621.1646440047,3,1,7,,,,1,
1327184975.1644694887,5,,37,,,,1,1
1990941853.1647502870,3,3,18,,,,1,
5f28d5e86c6737008018ef2b,4,,76,,,,1,
1212930624.1647184423,2,16,15,,2,,2,
1325461180.1641878774,1,,22,,,,1,
215296580.1646398043,3,4,6,,1,1,8,
57ac3fe09a31142e9800014b,6,16,16,,,1,1,1
5b322c9e9f7bfc17640012ef,1,,5,,,,1,
1477384470.1645072738,1,2,9,,,,1,
c7a97fdb-6b94-47aa-b3e1-4d35899dd532,4,,17,1,,,1,
769482747.1644986143,2,,38,,,,1,12
87730725.1644376437,3,,34,,,,1,
1344609487.1644542693,5,3,40,,,,1,
1900783606.1642479962,2,,12,,,,5,
120086186.1646289335,2,9,33,,,,1,1
550774530.1646707288,3,,12,1,,,1,
5b91eac84f27e802cc001251,4,8,9,2,5,1,4,2
5ce4d5552faa65772204364f,2,,14,11,,,5,5
1232699608.1641443887,10,,41,,,,1,
1311787158.1641748382,3,,6,,,,1,
1749411824.1641999994,1,,31,2,,,1,
716804514.1642853582,1,,4,,,,1,
1134487577.1651982965,1,,5,,,,1,
03b0abec-0f49-4cb6-9e39-93a19ffad723,8,23,27,3,2,2,2,3
1888900642.1651830485,3,,15,,,,1,
5e5fd9735962b469c1f54a5c,2,2,4,1,,,1,
1680286744.1642560710,1,1,31,,,,2,2
644542975.1652885849,1,,12,,,,1,
940738213.1641386493,1,,,,,,1,
1872099571.1651718370,1,1,2,,,,1,
5719dd2d9a31143b5d000bc8,4,,28,,,,1,
58b6b6686029b37e7e0000d5,1,,3,1,,1,1,
5d14777797b278421f2aa6b7,10,,25,,,,2,
5d516cc65962b477df0a4b36,3,13,10,1,,,2,2
727911822.1647002906,1,,7,3,,,1,
1929450380.1652780479,2,4,14,,,,1,1
5aeb04189f7bfc0ddc0007bb,2,1,17,,,,1,
1354732479.1644478444,1,1,7,,,,1,
5733dc2e9a311464b6007f6a,5,27,32,2,1,2,3,4
5d635d535962b418bde78e7f,3,,4,2,,,1,1
1115761389.1646980164,2,,8,1,,,1,1
5923319e-573a-49ac-a6cd-0d98ca58208d,2,,12,,,,1,
914393fd-92d5-4f01-9663-944192ccdbc1,2,,8,2,,,2,2
4b7db6fc-6537-4b82-91b0-d7fe37ed7a38,1,,5,,,,1,
920132879.1650558024,1,,2,,,,1,
2050321765.1646529314,1,1,2,,,,1,
1518755634.1644241063,3,2,40,2,2,,1,1
1935123855.1642208207,3,,9,,,,1,
5afe79d70e12665d70000174,3,,2,2,,,1,
187386507.1646781205,1,2,4,,1,,5,
354747256.1565670895,4,,35,3,,,1,
1691164312.1648477345,2,1,16,,,,1,1
1439915535.1637383438,4,,56,1,,,2,
5db3ca9a97b2781870414f0c,3,,6,2,,,1,2
459510026.1647959535,1,1,2,,,,1,
2003798394.1644156346,3,,58,5,,,2,4
353780471.1634224008,10,,45,2,,,1,1
59846b320e1266512a00008c,2,1,3,,2,3,1,
92317d2b-be42-4fe3-ac68-d7905d3c022b,2,3,7,,8,2,1,1
915087013.1637653116,2,,34,5,,,1,
cd9cde6a-22c1-4d31-9899-e55f6a40dc57,1,2,3,,,1,1,
60c74bf8-ff77-488d-a540-a5e52eb040d4,5,20,31,1,11,,1,
1673839910.1654240033,1,2,4,,,1,1,
367891959.1653381087,3,1,16,,1,,3,1
584d3cd7e7e9dd104c00021f,6,6,22,,2,1,1,
0ae16e80-fc1f-493e-8ce9-f4010a04e840,2,,5,,,,1,
56768ca59a3114470a001d3a,5,,12,6,,1,1,
958477830.1647173329,3,2,21,9,,2,1,1
1541986092.1649925159,4,8,36,,,5,2,1
1573669849.1650538201,1,2,7,1,,1,1,
1801342142.1635603929,5,1,29,13,,,1,1
47972304.1640574661,2,,6,,,,1,1
397692944.1649325141,2,,8,,,,2,
790999895.1641120351,1,,,,,,1,
1620004215.1642158957,5,3,17,,,,1,
1681538692.1638649502,4,,12,,,,1,
428909029.1619101099,2,2,26,,,,1,
57091599.1648443260,5,,42,2,,,1,
604253445.1645421511,1,,18,2,,,1,1
c6e8692f-9f18-42dc-9a22-5b02b401de4c,1,,1,,1,,1,2
370079411.1652153171,1,13,12,,7,2,1,
5da19d81cb5acb3a82875aa0,13,47,30,3,50,2,3,1
91200358.1641671266,1,,4,,,,1,
1243793078.1642737680,1,,5,,,,1,1
1812464941.1648364883,1,4,6,,,1,1,
2103861168.1641142871,1,,,,,,1,
914007149.1648087066,1,2,4,,,,1,
481225272.1652257097,4,,14,2,,,2,2
1191598107.1648972959,2,10,14,,,,1,
1555527344.1642758337,1,,5,,,,1,
432739810.1645159779,3,,14,,,,1,
5e860e34cb5acb2c03f7b783,5,,13,,,,1,
1034863836.1642734367,2,8,34,,,,1,
2063973033.1652342460,3,,18,9,,,1,1
385113487.1601102252,3,17,91,,,,1,1
004e5c82-f842-4179-8848-73fec66cb26d,3,5,17,1,1,,1,
491800915.1650882769,2,,3,,,,1,
616308425.1643259309,11,4,433,27,,,3,1
1763324062.1641868661,6,5,80,,,,2,2
1656401453.1642148201,1,,24,2,,,2,1
58c287b26029b37da2000004,5,1,12,,,,3,
186028384.1647756071,3,3,4,,,,2,
503652403.1648694054,1,,2,1,,,1,
1029939810.1643942678,14,,303,9,,,1,1
5e65b41f5962b469c1f5adc6,6,3,9,4,1,2,2,2
615817089.1647526253,2,17,13,,2,,1,
630719733.1622720592,11,8,138,1,2,2,2,
720223564.1642322955,3,9,31,2,,,1,
1058896604.1647914823,2,,15,1,,,1,
5acb264b1ee76e368d000fa4,1,2,1,,,,1,
1559352218.1643299647,4,14,39,,,,1,1
a6986ff7-9762-430f-8042-aa7ad29e35ad,3,,4,,,,1,
1247785360.1641914730,1,,5,,,,2,
5796ba67e7e9dd4eaa00b8b3,4,79,51,5,1,,1,
733688930.1640473624,11,,39,,,,1,
1171216837.1647484247,5,15,43,1,2,,1,1
24618594.1651678650,1,1,2,,,,1,
597124181.1641650861,3,,5,,,,1,
1021454247.1649312433,4,,17,1,,,2,
1977816303.1650181328,1,,15,,,,2,
c32ae801-ab4a-48b7-a5bc-264170b4c324,1,10,5,,,,2,
1572933502.1643361806,3,2,75,,,,1,2
5b1f1c889f7bfc5637000999,4,1,7,1,,,2,2
5aa22dd71ee76e40790009e3,4,3,8,,,1,5,5
135939938.1648303485,1,,4,,,,1,
da155889-b589-4d87-a8b7-f936803772f2,1,,2,,,,2,2
59563039e7e9dd381d00057b,2,1,7,2,1,1,2,2
57cce1ffe7e9dd07050004f0,8,5,21,2,,,3,1
1353994623.1647311638,8,7,17,,,,1,
217514940.1642162951,2,1,6,,,,1,
1266945328.1648906827,2,7,10,,,,1,
5adeb6850e12661f64000019,3,,9,,,,3,7
840140467.1642309201,1,1,11,,1,,1,
b69d70ee-0d61-4f8f-8b09-5efeba75b704,1,3,8,,,,1,1
5a2f64951ee76e1bd5001952,1,,2,,,,1,
617399872.1615186096,6,1,62,4,,,1,1
64746316.1645764537,1,5,7,,5,,1,
1205260375.1646729932,4,9,13,,2,,1,
1476970934.1645153190,1,5,53,,4,,1,
179256107.1654594436,2,,14,1,,,1,2
2117862898.1646211904,1,1,2,,,,1,
2109951919.1652262999,1,,2,,,,1,
d0e7bc21-a92f-46ea-a30f-60780edd528c,1,,2,,,1,1,2
275264805.1646883472,6,14,37,,,1,1,
739995399.1630825489,4,11,167,3,1,,1,1
502320065.1652058710,1,4,5,,1,,1,
1514355611.1651925004,1,,20,4,,,1,
358745441.1647651928,1,3,4,,,,4,
5c4a6f3f9f7bfc502100016c,5,13,19,,10,2,1,
462935394.1647228029,1,1,3,,,,1,
5f78478cd4e31c006c44aead,3,,18,,,,1,
91aabe12-7526-4975-882a-6e796a2c2635,3,,12,5,,1,2,1
394647047.1644479985,2,,62,,,,1,1
1816816569.1643865513,1,,7,,,,1,
394734487.1650798899,1,1,2,,,,1,
5a79831e0e126629d30000bc,2,12,19,5,,,1,3
5e66c05d5962b469c1f5c59d,5,,6,,,,1,
5e352f7a6fb6f200202eb2ba,2,9,10,,,,1,
1248696550.1646648933,2,,12,,,,3,
30794749.1652272776,1,3,14,2,,,1,
755699034.1648110935,7,21,26,,2,,1,1
2102298972.1642302069,1,,1,,,,1,
59206350.1647417043,1,1,2,,,,4,
1699223325.1642572197,2,2,73,2,,,1,
582bc2f6e7e9dd18c40001c3,3,,16,,,,4,
1519838166.1654674735,1,,4,,,,1,1
f7c0af48-ae2a-4e5a-8f32-dae266ec4878,1,,3,,,,1,
1750322747.1644994798,1,5,53,1,,,1,2
254956382.1649057217,4,,11,,,,1,1
78205376.1646159485,3,,6,,,,1,
1467292981.1649082501,1,4,9,,,,1,1
9c2918e6-2074-41ef-8ca7-19e5d9b528a8,5,8,33,,1,,1,
718981306.1621325880,1,,4,,,,1,
226289122.1652424669,2,,12,2,,,1,1
072e451f-b44d-4285-88e3-c088c0b0f97a,1,20,4,,3,,2,
1140809508.1647618755,2,,11,2,,,1,
650107987.1644049716,1,,7,3,,,1,
66128221.1653377024,5,36,45,1,14,1,1,
268634237.1641983940,2,4,20,1,,,1,
938973159.1647847463,1,5,13,,,,1,2
1ecd1ae9-01d3-4ccd-bb8c-bcff40bc2e3f,5,23,15,,1,1,1,
704032499.1651650673,12,4,39,,,,5,
3573c535-f0fb-4be2-b12f-4b77d67a432f,3,,5,,,,1,
1221626936.1645092826,7,,88,,,,2,1
772456682.1642182852,2,,56,,,,4,
5b022c789f7bfc51f7000211,1,3,9,,3,,4,4
5caf11669d016b0030680ce9,6,2,43,19,,1,2,1
1174091644.1643301308,4,4,84,2,,2,1,2
c27c8ad5-a1a0-4f2d-996c-b425e2eeeffe,2,1,8,2,,,1,1
669012944.1648216974,1,,7,,,,1,
2112137556.1646390301,2,,5,,,,2,
1448713405.1652425263,1,,7,,,,1,1
234476357.1642140540,1,,11,1,,,2,
1181524069.1653406489,2,,20,5,,1,3,4
2022658478.1647868750,3,18,20,,2,,2,
408595985.1641000159,1,,,,,,1,
1200982058.1645599614,1,,8,,,,1,1
143179952.1643091070,1,,5,,,,1,
59e72a9c1ee76e3c60001c66,5,6,32,,,,1,1
1359772207.1643342324,2,2,57,3,,,1,
1426275936.1647504940,1,,2,1,,,1,
1856812743.1642258252,2,1,7,1,,,1,
45264a3b-ed31-4a85-a4ec-c4d81a97ca75,1,2,6,,,,4,1
1689145757.1641028595,1,,,,,,1,
1947215274.1641942284,1,1,8,,,1,1,
1179800681.1641724227,5,9,35,,,,1,
1715992056.1648623537,2,,12,,,,1,2
179119045.1650467170,2,1,12,3,,,1,
758303958.1652421003,1,41,40,,6,,1,
82237627.1652253843,2,5,19,3,1,,1,2
1654467431.1644985008,7,8,196,5,,1,1,5
1902945798.1649505575,4,,18,1,,2,1,2
5e5cfc385962b469c1f4ff50,3,8,23,6,3,1,3,4
620583531.1641603488,1,,1,,,,3,
5cd623b49ec1363c2a000388,2,45,23,,1,7,2,
2026784716.1652185328,2,9,12,,2,,1,
890226350.1648823513,3,,13,,1,,1,
1314427794.1641569876,1,,2,,,,2,
1461236368.1652083105,7,5,9,,,,1,
538897044.1646656420,2,1,3,,,,1,
efec0ce5-2571-4ee9-b754-894547c5633b,4,1,31,,4,,1,
52292577.1645543317,5,8,28,,,,1,
18605081.1646889384,1,1,2,,,,1,
453563075.1641821500,1,,7,,,,5,
74881347.1652943673,4,13,29,,1,,1,
1604644373.1648592415,1,1,2,,,,1,
1753833548.1651952615,1,1,4,,,,1,
57c70faee7e9dd2ac9000053,3,,36,2,,,2,4
1811874570.1646986258,1,,2,,,,1,
5c0e15d69f7bfc27ae0005b7,2,7,8,,,,1,1
2037115733.1654348591,1,,3,,,,1,
121215722.1647855702,2,,5,,,,2,
1562251110.1646360250,1,,7,,,,1,
1297360503.1629536251,4,,12,2,,,1,1
5a422e0f1ee76e5e840019c6,1,4,4,,,,2,3
915874025.1642385489,1,,1,,,,1,
480601620.1641821102,2,,3,,,,3,
2142635984.1641106385,1,,,,,,1,
972449947.1648572160,1,3,10,,,1,2,
5cb586e051d0840320000002,2,1,2,1,3,2,1,
763088169.1651717802,1,2,3,,,,1,
57b69fcfe7e9dd4475000233,3,,10,,,,3,
5cb5c083606f6c0031fb51f1,5,38,37,,,,2,3
e7a37029-cbcb-42dd-83f8-e791df4c1e0c,3,11,12,,,,1,
5e40d47d5962b469c1f2ce14,5,8,9,5,,,1,
592d65739a311415560007cd,4,,5,,,,1,
822571326.1641395243,1,,,,,,1,
9bc6bbef-2b21-4a14-b15d-1a4fc21311cc,1,1,9,4,,,1,2
1304233011.1640875690,1,,,,,,1,
1190728044.1647628860,1,,8,,,1,2,
1637982868.1646494683,1,5,12,1,,,1,
585fba74e7e9dd2bc60007d2,5,1,10,,,,1,
baacf168-0b45-41df-ada0-82c9105ddcab,2,,5,,,,2,
2089491275.1652966748,4,,22,3,,1,1,
861257543.1646886207,1,3,7,,,,1,
23702158.1652164004,6,14,54,2,,5,1,
739627258.1649937591,1,5,5,,,,1,2
453984004.1625475712,6,16,55,4,,,1,
07ea984d-4954-4bc7-9cc3-20bad994919b,1,9,5,,5,,1,
1683940688.1642315209,1,2,3,,,,1,
738905965.1571873031,2,2,8,4,,,1,
f3791e15-003e-4df3-9e0b-59bafc61967c,2,,6,1,,,1,
1740457779.1641605586,1,,2,,,,11,
1378921097.1641908166,2,1,14,,,,2,
5728bcdf-7bd1-45e5-b3c5-c8a1d6c4013d,10,,56,1,,,5,
141828160.1641389674,1,,2,,,,1,
689611990.1652750411,2,15,16,,,1,1,
1109918422.1647178270,3,,15,,,,1,
e83f8888-1498-49b4-9f62-fdaaee44b862,1,1,6,,,,2,1
1822599253.1647588908,1,9,12,,,,1,
5c9efc776a6927003046bd58,2,1,2,1,,,1,3
1112956682.1651318513,1,1,2,,,,1,
358458744.1600209355,2,11,36,,2,,1,1
1879434474.1641865595,1,3,43,3,,,1,
5bd15e6c1ee76e5161002a17,5,24,33,,5,,1,1
5b9341204f27e82bba000366,1,,2,2,,,1,
1151399613.1649836482,1,,12,,,,2,
170779687.1642218035,2,,15,,,,8,
571b3a2d9a311420860040f6,6,3,14,1,,,1,1
991109770.1643009559,1,1,28,,,,2,
1465273435.1642744233,3,,23,,,,1,
473872900.1641474100,6,6,105,11,5,2,1,1
719602193.1646735026,1,,2,,,,1,1
909501071.1643074691,1,,5,,,,1,
4fd86aed-626f-43c4-b1ef-9aff5be44013,2,7,9,,2,,1,1
2048200121.1650107644,6,2,23,1,,,1,1
155394281.1651116115,4,1,14,,,,3,
1391630293.1642519030,2,,17,,,,1,
713219618.1641601807,1,,2,,,,1,
466170499.1641468493,1,,,,,,1,
4313386c-f921-40ad-9940-ee1ec9ab8b4d,4,5,10,,,2,2,2
453221203.1649574203,4,1,30,10,,1,1,
614463760.1641616199,2,1,8,,,,1,
5764e7bce7e9dd0dc4000d57,1,4,10,9,,,2,
1016571999.1642475125,2,1,49,8,,,1,1
769282070.1644243083,1,1,20,,3,,1,
5b077fba4f27e839d0000491,6,,88,5,,,2,4
659533813.1647609276,1,,2,1,,,1,
1697776021.1653809680,1,,6,,,,1,
1599699746.1643084821,2,,11,,,,1,
5735a650047c9936f5c58562,2,,6,,,,1,
c2287a56-e199-4fb6-87d5-bbfca8082d5f,1,,4,,,,1,1
684824661.1641013903,1,,,,,,1,
1673207267.1644303593,3,,37,,,,2,
fb14e050-98a1-476d-95d1-62d559f6e012,1,,4,,,,1,
1202412223.1639536149,4,7,34,4,1,,1,
5b0a23e50e12666839000cf9,1,1,4,,2,,1,
826297511.1649550634,2,4,5,,,,8,
2074093161.1642602717,9,,48,2,,,2,1
836207835.1611281061,1,5,16,,,,1,
5cf50ffb5962b43a40adb4d7,1,1,4,,,2,1,3
5fe87d935962b43f6826568a,3,1,7,,,,1,2
1692083075.1648993542,3,9,38,,,,1,
17079021-94c6-4972-a4d5-11cf6134a1e2,2,1,8,1,,1,2,1
498514199.1632488657,12,7,115,,8,,2,3
966229774.1631780256,18,20,138,9,1,,2,1
32134f4d-d73a-4c8f-b055-b83419922985,1,3,3,1,,,1,
470831880.1648232450,1,,4,2,,,2,
485809313.1642394739,1,,12,,,,1,
1467830336.1648307927,1,1,3,,,,1,
940048493.1648472075,1,1,2,,,,1,
1359185797.1641895827,2,,5,,,,1,1
1565204226.1649649027,1,2,7,,,,1,
606940413.1645242048,1,2,26,,,,1,
1203813773.1652116459,1,,3,,,,1,1
1330855693.1652167854,1,2,3,,,,3,
241421003.1641658456,4,4,47,3,,,1,1
336057009.1647358199,1,2,3,,,,2,
505500950.1619411141,1,6,29,,,,2,
641011404.1648996861,5,10,17,3,,2,1,
1609690980.1642993176,2,,76,1,,,1,3
733066215.1650538648,1,1,7,,,,1,
1405547723.1648713496,3,6,14,,1,,2,2
ee8ce013-73e0-4522-9f67-65b2b54003a3,2,,9,,,,1,
2026967327.1642565734,1,,8,,,,1,
513799543.1639796971,6,10,36,2,,,1,
5b62bff01ee76e7192001d47,1,11,2,,,,1,
1420881743.1641612505,1,,3,,,,1,
1655657791.1641128373,1,,,,,,1,
2028139134.1647435686,2,2,7,,1,1,1,
586723906.1644635515,6,,320,23,,,3,4
120826814.1645254198,1,2,30,,,,1,
236113053.1574302007,2,,5,,,,1,
423484311.1652353522,4,1,15,,,,1,
576787837.1652095578,2,4,4,,,,1,
1258639878.1641027258,1,,,,,,1,
714110296.1642075261,1,,18,,,,1,
5ac9fc3d1ee76e368d0008d7,1,6,9,,7,,1,1
1852328225.1643215594,2,2,40,2,,,2,1
1476240842.1649502284,3,3,14,3,,,1,
1317228538.1648036734,4,3,16,,,,1,
1645324172.1649411473,2,,4,1,,,1,1
1839310708.1648823775,1,3,5,,4,,1,
1940651704.1618757605,5,,32,,,,1,
5c83fdb5-f3ec-45e6-896a-18c137bd7bff,2,13,117,6,3,,3,1
741418349.1646672441,1,1,8,1,,,1,
790653092.1650355948,2,1,16,,,,1,
3601d478-f1d1-42ac-b963-be6b75bdde28,5,8,51,,,,1,
d6b86529-e406-41d6-ae17-9efbc8fd5c22,2,26,19,2,6,1,1,
5c0895ce1ee76e331c00027f,2,7,12,,,,1,
1331621618.1644866700,4,,61,4,,,1,
968774358.1642946139,4,3,54,,,,1,
55f3bbdf-1d28-4534-8704-13a7edf5ef80,1,2,2,,,2,1,
f0f893b4-2494-4a10-a2c0-4296b30a920b,2,2,3,,,,1,1
1050178560.1553065135,3,10,60,,,,1,
3fe72744-5dbc-4f36-ba5d-34754e5e91b9,2,,8,7,,,1,
1916984090.1645598543,1,2,20,,,,1,3
415f926e-bd56-4a1e-94fb-ca520ff7595d,1,,4,1,,,1,
111817736.1641007249,1,,,,,,1,
58478f079a311425f6000251,1,,4,4,,,1,1
1202087507.1650425395,1,5,10,1,,,1,1
1127342514.1645500790,1,1,14,,,,1,1
468833423.1650501725,1,15,15,,,,1,
171324074.1646022910,2,1,3,,,,1,
1044825436.1635052012,9,5,32,4,,,1,1
